city,latitude,longitude,elevation_m,month,is_monsoon,is_coastal,rainfall_24h_mm,rainfall_48h_mm,rainfall_72h_mm,max_hourly_rate_mm,temperature_c,humidity_pct,pressure_hpa,wind_speed_kmh,flood_occurred
Pune,18.52,73.86,560,7,1,0,11.9,21.6,27.2,0.4,30.7,78.1,1004.9,11.5,0
Visakhapatnam,17.69,83.22,45,12,0,1,2.1,6.9,7.7,0.5,16.4,73.3,1008.7,26.5,0
Raipur,21.25,81.63,298,11,0,0,6.7,9.2,10.7,1.6,28.3,66.8,1011.7,1.0,0
Imphal,24.82,93.95,786,2,0,0,1.2,3.8,4.0,0.1,20.8,51.9,1009.5,0.6,0
Ranchi,23.34,85.31,651,12,0,0,5.6,9.5,20.6,0.4,23.7,44.6,1011.6,14.2,0
Imphal,24.82,93.95,786,8,1,0,70.2,84.0,88.9,4.9,28.1,82.3,994.3,4.9,0
Visakhapatnam,17.69,83.22,45,3,0,1,1.5,5.3,5.4,0.1,25.1,63.7,1007.6,6.3,0
Lucknow,26.85,80.95,123,5,0,0,3.2,5.7,7.1,0.6,27.8,70.3,1011.3,4.9,0
Ranchi,23.34,85.31,651,8,1,0,17.5,22.9,23.4,1.6,33.3,88.8,1005.5,24.1,0
Imphal,24.82,93.95,786,12,0,0,6.5,11.3,11.7,0.5,13.1,76.7,1016.2,9.2,0
Silchar,24.83,92.78,35,4,0,0,7.9,8.5,18.9,0.1,28.6,72.0,1021.2,7.7,0
Hyderabad,17.39,78.49,542,3,0,0,23.5,25.6,33.8,6.4,30.6,68.5,1010.8,13.1,0
Raipur,21.25,81.63,298,5,0,0,24.4,30.6,44.0,3.0,25.9,56.4,1012.1,10.6,0
Ahmedabad,23.02,72.57,53,12,0,1,12.4,14.2,20.1,0.6,22.9,60.4,1012.6,11.6,0
Guwahati,26.14,91.74,55,9,1,0,128.1,135.6,147.7,4.4,35.3,78.3,997.1,18.3,1
Lucknow,26.85,80.95,123,3,0,0,0.8,0.8,1.6,0.1,18.5,65.3,1009.9,5.6,0
Lucknow,26.85,80.95,123,1,0,0,14.1,19.1,20.5,1.9,30.1,61.0,1014.9,0.2,0
Kolkata,22.57,88.36,11,11,0,1,4.0,6.5,7.3,0.5,23.9,72.7,1017.0,1.3,0
Hyderabad,17.39,78.49,542,2,0,0,10.8,11.7,16.4,1.2,20.8,73.4,1015.4,3.5,0
Guwahati,26.14,91.74,55,5,0,0,8.1,19.8,22.1,0.3,18.3,49.7,1008.4,0.6,0
Ranchi,23.34,85.31,651,7,1,0,42.9,88.7,130.4,1.6,23.0,85.1,1003.0,1.9,0
Pune,18.52,73.86,560,11,0,0,0.2,0.3,0.3,0.0,28.7,51.4,1017.1,0.1,0
Kolkata,22.57,88.36,11,12,0,1,1.0,2.3,2.4,0.1,21.1,79.1,1011.4,6.3,0
Delhi,28.61,77.23,216,2,0,0,1.3,1.5,1.7,0.0,31.7,50.2,1014.0,7.1,0
Ranchi,23.34,85.31,651,5,0,0,7.3,8.0,13.4,0.1,21.1,91.2,1010.7,6.4,0
Bengaluru,12.97,77.59,920,11,0,0,3.1,3.6,4.5,0.1,21.9,56.7,1006.5,0.0,0
Srinagar,34.08,74.8,1585,4,0,0,8.4,12.6,13.3,1.7,16.1,54.7,1009.1,11.0,0
Guwahati,26.14,91.74,55,1,0,0,2.0,2.2,2.7,0.2,14.7,31.6,1015.7,3.7,0
Chennai,13.08,80.27,6,4,0,1,1.6,1.6,1.8,0.2,22.1,79.1,1008.6,8.0,0
Raipur,21.25,81.63,298,4,0,0,1.0,1.4,1.5,0.0,22.8,57.7,1013.4,5.8,0
Guwahati,26.14,91.74,55,7,1,0,251.4,288.2,356.7,44.3,20.6,79.7,989.7,2.3,1
Chennai,13.08,80.27,6,10,0,1,1.2,1.4,1.5,0.3,27.1,44.7,1011.1,3.0,0
Jaipur,26.91,75.79,431,11,0,0,6.2,19.6,21.2,2.0,24.0,50.4,1013.7,3.1,0
Jaipur,26.91,75.79,431,3,0,0,15.1,26.0,32.8,0.9,26.2,78.3,1019.2,3.2,0
Mumbai,19.08,72.88,14,11,0,1,0.1,0.1,0.2,0.0,22.6,46.7,1011.2,8.8,0
Raipur,21.25,81.63,298,8,1,0,2.0,2.7,3.8,0.4,28.5,81.7,1004.1,4.9,0
Kolkata,22.57,88.36,11,11,0,1,0.7,1.2,1.4,0.1,26.3,66.8,1010.1,20.1,0
Pune,18.52,73.86,560,12,0,0,2.6,4.5,4.5,1.0,22.5,50.6,1005.4,1.2,0
Kolkata,22.57,88.36,11,3,0,1,9.7,12.8,19.9,4.8,29.3,62.4,1018.6,11.0,0
Chennai,13.08,80.27,6,10,0,1,11.3,17.1,21.2,0.5,31.1,44.6,1018.9,10.5,0
Guwahati,26.14,91.74,55,10,0,0,18.3,20.9,42.5,4.9,22.9,58.6,1018.1,4.6,0
Bengaluru,12.97,77.59,920,3,0,0,1.7,4.0,4.4,0.2,20.1,20.0,1015.4,2.7,0
Kochi,9.93,76.27,0,12,0,1,3.2,3.7,3.9,0.7,21.7,86.5,1014.6,0.3,0
Ranchi,23.34,85.31,651,12,0,0,3.9,4.4,5.4,0.8,26.4,51.7,1010.1,8.1,0
Mumbai,19.08,72.88,14,9,1,1,69.4,72.4,126.9,13.0,33.9,97.0,999.0,0.2,1
Bhubaneswar,20.3,85.82,45,7,1,1,4.0,8.0,8.0,0.3,25.7,87.7,1009.2,12.6,0
Ranchi,23.34,85.31,651,2,0,0,1.8,2.0,2.1,0.1,17.9,92.0,1011.3,4.0,0
Visakhapatnam,17.69,83.22,45,2,0,1,5.5,5.9,6.0,1.4,25.0,71.0,1017.6,10.5,0
Imphal,24.82,93.95,786,1,0,0,4.9,5.4,5.7,0.1,19.6,38.3,1008.4,2.9,0
Kochi,9.93,76.27,0,7,1,1,37.5,89.0,92.2,19.0,33.1,81.9,998.5,13.6,1
Delhi,28.61,77.23,216,4,0,0,11.4,19.6,26.3,2.2,20.7,77.2,1011.7,7.0,0
Ahmedabad,23.02,72.57,53,5,0,1,0.2,0.5,0.5,0.0,28.6,68.0,1025.0,6.2,0
Patna,25.61,85.14,53,11,0,0,14.2,29.1,39.6,2.0,25.4,72.1,1013.2,2.8,0
Thiruvananthapuram,8.52,76.94,10,10,0,1,16.7,27.1,30.1,0.8,26.1,65.9,1015.1,8.4,0
Kolkata,22.57,88.36,11,12,0,1,25.6,49.5,57.2,0.1,25.5,49.6,1012.4,19.7,0
Visakhapatnam,17.69,83.22,45,12,0,1,1.1,1.1,1.4,0.0,27.0,43.7,1023.5,9.8,0
Silchar,24.83,92.78,35,10,0,0,1.0,1.7,1.7,0.1,31.5,79.9,1010.1,4.7,0
Dehradun,30.32,78.03,640,11,0,0,3.9,4.3,7.1,0.2,26.2,48.5,1004.0,5.5,0
Bhubaneswar,20.3,85.82,45,3,0,1,30.3,38.8,44.4,0.8,26.4,67.2,1012.9,17.6,0
Ranchi,23.34,85.31,651,8,1,0,70.1,107.1,113.9,19.3,25.2,86.8,1000.8,5.9,1
Dehradun,30.32,78.03,640,2,0,0,34.2,35.9,47.2,0.1,18.2,47.5,1009.5,4.2,0
Patna,25.61,85.14,53,9,1,0,113.6,252.7,315.0,3.5,30.7,76.9,994.4,4.0,1
Imphal,24.82,93.95,786,4,0,0,3.9,9.3,9.4,0.4,20.9,84.3,1011.4,17.3,0
Bhubaneswar,20.3,85.82,45,8,1,1,160.3,296.4,303.4,5.3,24.0,86.8,1004.4,8.2,1
Kolkata,22.57,88.36,11,8,1,1,191.7,519.0,679.7,5.6,19.0,93.4,1000.4,6.1,1
Bengaluru,12.97,77.59,920,12,0,0,15.3,52.4,52.8,1.3,17.7,79.9,999.6,7.6,0
Bengaluru,12.97,77.59,920,5,0,0,3.6,4.3,5.2,0.8,22.0,63.5,1016.1,9.1,0
Kochi,9.93,76.27,0,8,1,1,65.0,120.8,170.3,2.4,29.8,76.1,999.9,9.1,1
Kochi,9.93,76.27,0,8,1,1,2.6,3.6,5.4,0.2,31.3,80.1,1004.0,6.4,0
Pune,18.52,73.86,560,12,0,0,19.0,25.5,26.7,0.4,21.9,44.7,1019.4,1.6,0
Ranchi,23.34,85.31,651,11,0,0,9.0,19.6,20.1,2.1,25.2,58.6,1010.2,16.7,0
Lucknow,26.85,80.95,123,3,0,0,9.9,13.1,13.9,0.1,28.3,55.0,1011.7,0.1,0
Srinagar,34.08,74.8,1585,11,0,0,5.1,15.3,17.1,0.5,17.0,39.9,1013.2,14.5,0
Shillong,25.57,91.88,1496,4,0,0,20.2,38.4,43.9,5.6,11.3,50.0,1006.0,17.6,0
Chennai,13.08,80.27,6,1,0,1,0.6,0.7,1.0,0.1,25.7,40.2,1018.4,3.4,0
Varanasi,25.32,83.01,81,2,0,0,3.5,3.5,3.9,0.2,24.3,72.2,1008.9,8.2,0
Patna,25.61,85.14,53,9,1,0,29.2,60.9,74.1,4.2,31.9,80.1,1018.2,3.2,0
Bengaluru,12.97,77.59,920,7,1,0,6.7,9.9,12.7,0.4,30.7,72.7,1004.0,0.9,0
Mumbai,19.08,72.88,14,10,0,1,21.1,40.3,41.3,1.4,25.4,61.2,1009.8,4.4,0
Delhi,28.61,77.23,216,7,1,0,17.9,34.5,57.2,0.4,34.4,83.0,1000.3,13.2,0
Patna,25.61,85.14,53,8,1,0,19.8,50.1,51.6,2.1,20.7,76.8,1000.0,3.5,0
Mumbai,19.08,72.88,14,1,0,1,4.9,9.7,16.4,0.6,25.8,50.9,1005.6,11.8,0
Dibrugarh,27.47,94.91,108,1,0,0,22.3,35.0,35.9,1.2,26.0,51.8,1007.6,15.3,0
Pune,18.52,73.86,560,9,1,0,34.7,50.9,51.2,0.3,31.2,85.8,995.7,7.2,0
Raipur,21.25,81.63,298,10,0,0,5.0,6.8,8.4,0.1,24.1,57.5,1008.1,6.2,0
Thiruvananthapuram,8.52,76.94,10,4,0,1,14.0,24.8,24.9,1.5,28.5,95.0,1014.8,5.2,0
Bengaluru,12.97,77.59,920,2,0,0,0.6,1.3,1.6,0.0,20.3,82.6,998.2,15.7,0
Dehradun,30.32,78.03,640,3,0,0,29.5,39.9,57.5,5.0,17.5,63.1,1017.9,20.8,0
Jaipur,26.91,75.79,431,12,0,0,8.4,17.5,18.7,0.2,30.6,43.9,1016.2,26.9,0
Kochi,9.93,76.27,0,3,0,1,27.6,56.8,69.1,12.2,24.5,33.6,1015.4,8.3,0
Chennai,13.08,80.27,6,12,0,1,8.6,10.9,11.0,0.8,19.4,32.0,1003.1,6.0,0
Shillong,25.57,91.88,1496,10,0,0,6.6,13.0,14.6,0.6,16.0,74.7,1020.3,9.7,0
Lucknow,26.85,80.95,123,10,0,0,12.3,20.4,25.5,0.4,32.4,74.6,1013.8,17.8,0
Visakhapatnam,17.69,83.22,45,5,0,1,2.3,4.0,5.1,0.1,24.8,49.8,1013.7,12.5,0
Patna,25.61,85.14,53,7,1,0,55.9,84.6,87.5,8.2,25.5,78.1,1009.2,1.1,0
Varanasi,25.32,83.01,81,8,1,0,40.6,93.0,96.6,8.8,28.5,78.1,1000.5,10.6,0
Mumbai,19.08,72.88,14,8,1,1,26.6,71.9,79.1,0.3,27.9,79.1,1001.5,2.7,0
Jaipur,26.91,75.79,431,8,1,0,4.1,4.5,4.5,0.3,27.3,82.5,997.0,0.6,0
Lucknow,26.85,80.95,123,7,1,0,66.0,94.0,94.9,0.6,30.9,80.3,1013.8,10.8,0
Varanasi,25.32,83.01,81,2,0,0,14.2,17.5,21.5,2.0,32.4,71.7,1007.2,0.5,0
Varanasi,25.32,83.01,81,4,0,0,2.9,3.1,3.8,0.0,39.1,58.9,1016.6,3.3,0
Bengaluru,12.97,77.59,920,3,0,0,25.1,32.0,46.4,2.1,18.8,68.7,1015.3,3.4,0
Ranchi,23.34,85.31,651,4,0,0,56.2,76.5,84.5,6.0,23.8,58.8,1009.9,3.2,0
Raipur,21.25,81.63,298,6,1,0,61.6,87.5,123.6,16.2,27.3,69.6,1015.0,12.0,0
Varanasi,25.32,83.01,81,3,0,0,3.8,23.3,24.3,0.1,32.9,85.9,1005.5,1.8,0
Kochi,9.93,76.27,0,9,1,1,82.8,314.0,329.5,14.8,37.1,75.5,993.0,17.6,1
Bhubaneswar,20.3,85.82,45,8,1,1,114.8,133.5,156.9,20.4,24.5,83.0,1008.3,0.6,1
Ranchi,23.34,85.31,651,2,0,0,2.6,3.9,4.0,0.1,18.2,85.2,1013.0,6.7,0
Silchar,24.83,92.78,35,1,0,0,2.2,4.9,6.6,0.2,20.3,59.7,1014.7,9.3,0
Thiruvananthapuram,8.52,76.94,10,8,1,1,99.9,106.2,191.3,4.5,29.1,82.6,1002.1,5.5,1
Jaipur,26.91,75.79,431,5,0,0,25.0,32.3,38.7,6.3,27.8,78.5,1015.2,0.2,0
Srinagar,34.08,74.8,1585,10,0,0,9.6,10.5,12.8,0.5,22.6,69.3,1021.2,12.0,0
Raipur,21.25,81.63,298,3,0,0,19.8,21.6,30.4,0.7,21.9,85.1,1012.0,1.3,0
Dibrugarh,27.47,94.91,108,5,0,0,2.7,2.7,3.7,0.1,27.2,64.5,1009.9,0.2,0
Varanasi,25.32,83.01,81,10,0,0,6.9,7.2,8.6,1.0,13.0,58.2,1011.3,1.0,0
Shillong,25.57,91.88,1496,2,0,0,7.5,11.3,14.1,0.4,18.6,57.8,1007.8,5.4,0
Dibrugarh,27.47,94.91,108,11,0,0,3.6,3.7,4.6,0.0,25.7,88.7,1016.3,16.1,0
Kolkata,22.57,88.36,11,2,0,1,1.3,1.8,1.8,0.1,16.5,95.0,1007.3,30.6,0
Ranchi,23.34,85.31,651,5,0,0,19.9,30.0,30.3,1.8,15.6,62.0,1009.9,2.6,0
Chennai,13.08,80.27,6,10,0,1,6.1,7.2,17.4,1.8,20.3,54.0,1017.5,20.5,0
Chennai,13.08,80.27,6,12,0,1,1.2,1.2,1.2,0.1,25.8,44.2,1016.6,12.5,0
Imphal,24.82,93.95,786,12,0,0,6.2,8.3,16.8,0.9,26.7,31.0,1005.8,3.2,0
Bengaluru,12.97,77.59,920,2,0,0,5.6,12.4,13.5,0.3,20.4,50.0,1019.9,13.1,0
Bhubaneswar,20.3,85.82,45,10,0,1,12.1,17.5,17.9,0.2,27.4,42.0,1008.0,8.7,0
Jaipur,26.91,75.79,431,1,0,0,9.5,10.9,13.9,4.6,21.9,65.8,999.5,2.2,0
Silchar,24.83,92.78,35,9,1,0,136.1,212.2,217.3,0.2,29.6,66.3,1009.7,2.1,1
Guwahati,26.14,91.74,55,9,1,0,102.8,108.5,206.7,9.9,42.5,77.8,1006.0,15.8,1
Guwahati,26.14,91.74,55,10,0,0,5.2,10.7,15.3,0.1,28.3,53.9,1008.3,5.0,0
Shillong,25.57,91.88,1496,8,1,0,33.2,44.7,44.9,21.2,14.7,91.4,988.0,24.7,1
Pune,18.52,73.86,560,7,1,0,9.9,19.4,20.7,0.0,20.2,77.1,1009.3,11.3,0
Raipur,21.25,81.63,298,2,0,0,10.0,15.0,15.5,0.9,28.5,68.6,1012.1,22.1,0
Silchar,24.83,92.78,35,12,0,0,1.7,3.3,3.7,0.1,28.5,62.3,1011.7,7.8,0
Dehradun,30.32,78.03,640,4,0,0,4.2,7.6,9.6,1.2,26.9,85.2,1001.3,9.6,0
Imphal,24.82,93.95,786,10,0,0,3.6,4.1,5.5,0.2,21.0,63.1,1013.7,2.1,0
Mumbai,19.08,72.88,14,5,0,1,10.5,27.4,35.4,0.1,26.7,62.6,1009.4,0.3,0
Mumbai,19.08,72.88,14,8,1,1,33.0,42.1,45.3,8.9,19.8,98.6,1001.5,3.9,0
Chennai,13.08,80.27,6,9,1,1,164.7,238.3,356.9,0.7,28.8,95.4,1008.8,1.0,1
Hyderabad,17.39,78.49,542,10,0,0,4.6,6.0,7.5,0.1,33.4,71.9,1015.6,20.0,0
Kochi,9.93,76.27,0,6,1,1,55.8,68.7,117.4,0.4,29.3,80.7,1008.6,0.0,1
Jaipur,26.91,75.79,431,8,1,0,8.7,12.2,12.3,1.2,30.3,94.0,1011.3,14.2,0
Guwahati,26.14,91.74,55,11,0,0,22.1,25.9,31.5,6.3,26.2,42.1,1016.5,2.8,0
Delhi,28.61,77.23,216,2,0,0,22.7,44.8,51.6,3.3,18.7,31.3,1007.9,14.9,0
Delhi,28.61,77.23,216,7,1,0,131.9,158.4,178.6,6.1,30.8,88.7,995.8,17.2,1
Hyderabad,17.39,78.49,542,8,1,0,73.4,102.4,115.3,3.6,22.1,79.5,994.3,9.9,1
Shillong,25.57,91.88,1496,12,0,0,7.8,17.2,18.2,0.9,17.8,50.1,1013.9,10.3,0
Jaipur,26.91,75.79,431,8,1,0,2.6,3.7,4.6,0.2,25.7,81.4,1003.6,3.0,0
Delhi,28.61,77.23,216,4,0,0,4.0,14.7,15.8,0.1,29.5,37.2,1014.9,0.2,0
Delhi,28.61,77.23,216,4,0,0,10.9,26.6,33.4,1.9,23.5,50.9,1019.6,7.6,0
Visakhapatnam,17.69,83.22,45,7,1,1,90.4,147.8,174.8,2.3,28.1,75.8,1003.9,5.9,1
Bengaluru,12.97,77.59,920,9,1,0,30.5,32.3,34.9,0.0,22.7,80.3,996.8,6.2,0
Hyderabad,17.39,78.49,542,3,0,0,7.2,13.2,16.0,0.6,19.2,45.8,1019.8,7.8,0
Bengaluru,12.97,77.59,920,1,0,0,2.3,5.3,5.7,0.3,22.0,62.3,1009.4,12.4,0
Ranchi,23.34,85.31,651,8,1,0,5.2,5.3,7.7,0.5,31.1,92.7,992.0,2.7,0
Lucknow,26.85,80.95,123,9,1,0,89.0,214.3,269.9,2.9,22.0,79.5,1004.2,33.3,1
Kochi,9.93,76.27,0,7,1,1,65.3,78.4,106.1,6.2,22.3,85.6,1000.9,4.3,1
Pune,18.52,73.86,560,4,0,0,12.1,19.6,21.0,0.0,22.0,72.2,1018.9,2.9,0
Imphal,24.82,93.95,786,1,0,0,5.1,6.2,8.9,1.0,17.9,57.5,1020.7,5.5,0
Bhubaneswar,20.3,85.82,45,9,1,1,18.5,22.8,24.0,1.4,30.7,82.7,990.4,25.3,0
Kolkata,22.57,88.36,11,2,0,1,31.5,32.5,41.2,1.1,24.0,59.4,1008.3,12.1,0
Bengaluru,12.97,77.59,920,6,1,0,187.3,196.2,197.2,22.0,24.5,57.2,1005.1,0.0,1
Jaipur,26.91,75.79,431,2,0,0,4.7,7.1,9.1,0.4,21.9,54.2,1009.5,0.7,0
Visakhapatnam,17.69,83.22,45,2,0,1,2.3,3.9,4.6,0.2,20.3,70.2,1018.2,5.2,0
Kochi,9.93,76.27,0,2,0,1,3.6,24.1,24.9,0.3,26.9,87.4,1015.1,15.8,0
Patna,25.61,85.14,53,4,0,0,12.6,17.8,20.1,3.4,24.6,77.2,1005.5,1.7,0
Guwahati,26.14,91.74,55,12,0,0,1.0,1.4,1.6,0.3,19.8,67.6,1016.4,22.4,0
Bhubaneswar,20.3,85.82,45,9,1,1,102.2,103.8,114.9,19.0,33.8,78.9,1000.4,3.5,1
Patna,25.61,85.14,53,7,1,0,257.3,312.6,324.6,21.6,37.2,76.7,992.2,13.6,1
Visakhapatnam,17.69,83.22,45,2,0,1,9.3,12.1,14.0,1.2,13.4,70.9,1012.7,55.0,0
Hyderabad,17.39,78.49,542,9,1,0,17.1,18.9,48.0,1.3,21.6,85.2,992.5,2.7,0
Dibrugarh,27.47,94.91,108,3,0,0,7.9,12.9,14.0,0.9,19.7,49.5,1017.3,6.4,0
Dibrugarh,27.47,94.91,108,9,1,0,43.8,117.2,128.0,15.3,29.0,78.4,1004.7,22.2,0
Shillong,25.57,91.88,1496,9,1,0,1.9,2.7,2.7,0.3,28.2,85.5,1013.6,2.1,0
Silchar,24.83,92.78,35,11,0,0,0.5,0.6,0.6,0.1,25.4,86.8,1012.2,3.6,0
Ranchi,23.34,85.31,651,2,0,0,12.3,13.8,17.6,1.9,26.7,57.8,1015.2,1.3,0
Jaipur,26.91,75.79,431,4,0,0,4.7,6.2,8.0,0.6,27.8,58.8,1012.7,9.5,0
Srinagar,34.08,74.8,1585,10,0,0,7.5,11.8,14.2,0.3,13.2,67.0,1007.4,2.1,0
Dibrugarh,27.47,94.91,108,7,1,0,65.7,67.0,217.7,0.9,23.8,83.8,1008.4,4.0,1
Thiruvananthapuram,8.52,76.94,10,12,0,1,3.7,4.4,7.5,0.4,26.5,50.7,1018.7,14.1,0
Kolkata,22.57,88.36,11,8,1,1,27.9,33.3,42.7,2.1,25.1,81.9,994.5,1.8,0
Visakhapatnam,17.69,83.22,45,9,1,1,21.5,26.9,36.3,6.2,34.5,94.7,1007.5,5.8,0
Mumbai,19.08,72.88,14,11,0,1,3.2,5.2,7.7,0.1,27.4,51.7,1007.0,10.6,0
Patna,25.61,85.14,53,7,1,0,12.6,17.8,19.2,1.8,31.1,83.6,1001.5,3.4,0
Varanasi,25.32,83.01,81,11,0,0,0.7,1.1,1.2,0.0,25.8,57.1,1005.6,6.5,0
Mumbai,19.08,72.88,14,2,0,1,5.2,5.7,6.0,0.2,24.1,51.2,1005.6,6.9,0
Hyderabad,17.39,78.49,542,1,0,0,7.6,7.8,11.0,0.7,26.7,40.7,1007.2,1.5,0
Hyderabad,17.39,78.49,542,9,1,0,52.0,67.0,74.1,2.2,26.8,83.6,1005.1,4.3,0
Pune,18.52,73.86,560,1,0,0,24.0,51.7,60.2,1.0,30.4,60.0,1010.2,17.7,0
Dibrugarh,27.47,94.91,108,9,1,0,9.3,14.8,17.3,0.2,30.2,81.8,1003.7,2.3,0
Mumbai,19.08,72.88,14,2,0,1,26.8,28.6,48.0,1.8,27.5,71.4,1016.4,20.7,0
Mumbai,19.08,72.88,14,6,1,1,139.1,315.6,324.9,34.4,24.3,79.9,1002.7,0.5,1
Ahmedabad,23.02,72.57,53,4,0,1,19.9,20.3,24.0,0.5,27.4,58.9,1011.2,6.9,0
Visakhapatnam,17.69,83.22,45,5,0,1,8.5,12.5,13.4,1.2,32.6,53.6,1009.8,35.5,0
Thiruvananthapuram,8.52,76.94,10,12,0,1,3.8,7.6,9.8,0.3,21.5,46.9,1010.7,9.7,0
Thiruvananthapuram,8.52,76.94,10,2,0,1,8.1,10.3,12.9,0.7,32.3,72.9,1007.0,25.8,0
Shillong,25.57,91.88,1496,10,0,0,25.3,54.7,61.1,5.7,15.7,88.6,1013.5,8.6,0
Patna,25.61,85.14,53,7,1,0,140.5,174.4,394.3,6.8,30.8,85.1,1020.0,7.5,1
Thiruvananthapuram,8.52,76.94,10,5,0,1,31.6,31.7,42.4,5.0,27.0,70.2,1013.6,0.1,0
Varanasi,25.32,83.01,81,4,0,0,6.0,6.2,8.0,0.4,24.0,57.8,1005.4,4.0,0
Ranchi,23.34,85.31,651,1,0,0,7.0,7.5,9.1,1.4,31.2,88.9,1012.5,11.0,0
Kolkata,22.57,88.36,11,5,0,1,2.8,5.3,7.2,1.3,17.2,75.6,1012.0,0.4,0
Imphal,24.82,93.95,786,9,1,0,43.3,44.3,49.5,6.4,30.4,85.9,997.4,43.9,0
Kochi,9.93,76.27,0,9,1,1,60.0,111.6,122.1,42.9,28.0,87.1,1006.8,5.4,1
Mumbai,19.08,72.88,14,8,1,1,8.2,13.9,14.2,0.2,32.4,80.9,1002.5,40.1,0
Chennai,13.08,80.27,6,11,0,1,20.2,21.2,33.4,0.2,17.0,51.7,1009.2,3.3,0
Mumbai,19.08,72.88,14,5,0,1,14.0,31.2,37.0,5.1,28.4,63.8,1019.0,14.1,0
Lucknow,26.85,80.95,123,10,0,0,19.5,25.3,30.3,4.7,22.4,59.9,1015.0,6.3,0
Srinagar,34.08,74.8,1585,1,0,0,14.0,27.5,27.8,0.3,10.1,55.0,1002.9,3.3,0
Dibrugarh,27.47,94.91,108,4,0,0,17.3,20.1,32.4,2.5,21.4,40.8,1008.0,5.7,0
Guwahati,26.14,91.74,55,8,1,0,142.2,191.9,269.9,47.3,29.2,88.2,1001.2,4.5,1
Bhubaneswar,20.3,85.82,45,10,0,1,28.0,31.6,56.7,11.7,20.0,58.2,1008.1,18.5,0
Jaipur,26.91,75.79,431,9,1,0,18.4,22.3,28.8,1.3,25.8,97.9,1017.0,2.3,0
Dibrugarh,27.47,94.91,108,9,1,0,49.2,63.7,74.5,11.1,31.0,94.9,1015.0,4.6,0
Hyderabad,17.39,78.49,542,5,0,0,9.7,14.5,15.2,2.4,21.8,38.5,1024.0,2.6,0
Jaipur,26.91,75.79,431,4,0,0,9.8,16.3,20.4,1.0,31.9,68.8,1011.7,0.5,0
Mumbai,19.08,72.88,14,11,0,1,8.7,9.4,12.2,0.2,17.6,54.2,1016.1,3.2,0
Pune,18.52,73.86,560,9,1,0,42.5,99.0,101.0,0.2,22.4,69.2,1005.3,5.6,0
Jaipur,26.91,75.79,431,7,1,0,50.4,56.4,67.8,2.6,31.4,91.7,1018.3,12.5,0
Ranchi,23.34,85.31,651,7,1,0,44.3,53.5,56.7,6.8,31.1,89.9,999.0,26.1,0
Dehradun,30.32,78.03,640,9,1,0,20.2,27.2,31.2,2.8,25.7,83.6,991.8,3.3,0
Ranchi,23.34,85.31,651,5,0,0,0.9,1.7,2.6,0.1,24.5,52.9,1021.5,25.0,0
Raipur,21.25,81.63,298,3,0,0,10.3,18.5,29.3,1.3,20.8,43.1,1005.3,1.9,0
Lucknow,26.85,80.95,123,11,0,0,1.8,3.5,4.7,0.1,26.9,38.9,1017.5,39.5,0
Chennai,13.08,80.27,6,11,0,1,0.4,0.8,0.8,0.0,26.4,67.9,1010.4,8.4,0
Chennai,13.08,80.27,6,7,1,1,31.9,39.8,52.6,3.6,26.1,71.2,1015.4,5.5,0
Patna,25.61,85.14,53,9,1,0,62.4,88.5,102.5,10.2,32.4,76.2,998.1,17.2,0
Mumbai,19.08,72.88,14,11,0,1,31.6,36.7,39.5,0.0,26.6,63.6,1013.8,2.5,0
Silchar,24.83,92.78,35,10,0,0,13.4,41.7,44.0,0.7,13.8,63.1,1016.0,0.0,0
Mumbai,19.08,72.88,14,8,1,1,86.6,109.8,110.4,8.9,30.0,84.5,985.9,48.9,1
Shillong,25.57,91.88,1496,10,0,0,8.2,10.4,11.4,2.0,17.1,74.7,1010.8,4.0,0
Mumbai,19.08,72.88,14,11,0,1,2.9,4.4,6.0,0.2,20.8,50.2,1012.5,2.7,0
Mumbai,19.08,72.88,14,11,0,1,6.5,6.8,9.2,0.6,30.3,69.7,1013.2,2.8,0
Ahmedabad,23.02,72.57,53,11,0,1,10.1,15.9,16.7,0.7,10.4,47.5,1007.6,43.8,0
Guwahati,26.14,91.74,55,7,1,0,195.2,261.1,308.3,51.6,28.5,92.8,1006.0,1.8,1
Dibrugarh,27.47,94.91,108,1,0,0,22.9,39.8,53.6,2.4,26.6,77.0,1006.4,7.6,0
Jaipur,26.91,75.79,431,6,1,0,29.1,68.0,71.3,0.2,33.8,76.0,1001.7,4.2,0
Patna,25.61,85.14,53,2,0,0,16.3,26.9,34.7,2.5,20.0,46.8,1007.7,4.0,0
Shillong,25.57,91.88,1496,10,0,0,1.6,4.3,5.4,0.4,16.6,51.2,1014.4,15.0,0
Chennai,13.08,80.27,6,7,1,1,1.3,2.2,2.2,0.3,32.6,75.5,1009.5,3.1,0
Lucknow,26.85,80.95,123,8,1,0,34.5,40.1,45.9,3.6,25.2,86.2,996.9,13.5,0
Guwahati,26.14,91.74,55,7,1,0,5.6,8.2,9.2,1.1,29.3,75.6,988.5,3.9,0
Visakhapatnam,17.69,83.22,45,11,0,1,32.4,39.4,39.8,0.7,16.7,64.9,1013.0,1.2,0
Kolkata,22.57,88.36,11,5,0,1,1.3,1.6,2.3,0.2,17.4,69.7,1011.3,5.5,0
Shillong,25.57,91.88,1496,11,0,0,4.0,9.1,10.0,0.5,22.9,54.9,1011.7,6.3,0
