region,latitude,longitude,seismic_zone,event_count_30d,avg_magnitude,max_magnitude,magnitude_std,b_value,avg_depth_km,log_energy_release,inter_event_cv,recent_rate_7d,rate_change_ratio,significant_event_next30d
Assam,25.5,92.2,5,3,2.52,3.03,0.406,1.0,13.8,4.626,0.333,0,0.0,1
Nagaland,25.22,95.2,5,1,3.12,3.12,0.0,1.0,16.0,4.68,0.0,3,9.544,0
Odisha,20.77,85.29,2,1,3.07,3.07,0.0,1.0,73.2,4.601,0.0,0,0.0,0
Rajasthan,27.66,76.54,2,1,3.15,3.15,0.0,1.0,34.9,4.721,0.0,0,0.0,0
Karnataka,14.41,75.59,2,0,0.0,0.0,0.0,1.0,8.6,0.0,0.0,1,3.181,0
Delhi-NCR,27.93,77.34,4,1,2.62,2.62,0.0,1.0,14.5,3.93,0.0,1,3.181,0
Bihar,25.4,84.28,4,1,2.28,2.28,0.0,1.0,103.2,3.424,0.0,1,3.181,0
Kashmir,33.57,73.91,5,3,2.22,2.33,0.125,1.0,11.5,3.841,0.758,0,0.0,0
Tripura,24.06,91.61,5,2,2.36,2.53,0.17,1.0,40.1,3.915,0.0,1,3.181,0
West Bengal,22.56,87.59,3,1,2.21,2.21,0.0,1.0,18.3,3.312,0.0,0,0.0,0
Odisha,19.66,85.33,2,0,0.0,0.0,0.0,1.0,6.3,0.0,0.0,0,0.0,0
Sikkim,26.48,87.64,4,5,2.59,3.71,0.6,0.676,30.2,5.587,1.09,0,0.0,1
Assam,26.63,90.76,5,1,2.3,2.3,0.0,1.0,94.6,3.448,0.0,0,0.0,0
Odisha,20.24,85.9,2,0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0,0.0,0
Manipur,24.05,93.24,5,0,0.0,0.0,0.0,1.0,33.1,0.0,0.0,1,3.181,1
Tamil Nadu,10.46,79.1,2,0,0.0,0.0,0.0,1.0,24.9,0.0,0.0,0,0.0,0
Kashmir,33.26,75.15,5,6,2.19,2.39,0.116,1.831,12.8,4.095,0.809,0,0.0,0
Mizoram,24.26,92.02,5,2,2.76,3.42,0.66,1.0,108.4,5.137,0.0,1,3.181,1
Bihar,26.19,84.14,4,2,2.31,2.53,0.212,1.0,19.4,3.88,0.0,1,3.181,0
Mizoram,23.06,93.25,5,2,2.39,2.43,0.035,1.0,13.1,3.897,0.0,0,0.0,0
Meghalaya,24.92,92.54,5,1,2.46,2.46,0.0,1.0,32.0,3.69,0.0,0,0.0,0
Sikkim,26.35,89.05,4,2,2.31,2.46,0.143,1.0,12.8,3.823,0.0,2,6.362,0
Tripura,23.96,91.67,5,2,2.5,2.61,0.113,1.0,30.5,4.082,0.0,0,0.0,0
Arunachal Pradesh,29.04,95.04,5,3,2.35,2.48,0.162,1.0,23.3,4.059,0.376,1,1.616,1
Tripura,24.02,91.4,5,2,2.27,2.44,0.173,1.0,72.9,3.78,0.0,0,0.0,0
Assam,26.3,91.19,5,6,2.28,2.76,0.25,1.312,26.1,4.391,0.893,0,0.0,0
West Bengal,22.48,88.63,3,2,2.33,2.64,0.305,1.0,15.8,4.006,0.0,0,0.0,0
Meghalaya,24.69,92.2,5,5,2.32,2.68,0.231,1.17,67.3,4.322,0.704,0,0.0,1
Maharashtra-Koyna,17.64,73.86,4,2,2.04,2.07,0.031,1.0,12.6,3.366,0.0,0,0.0,0
Maharashtra-Koyna,17.39,73.41,4,1,2.02,2.02,0.0,1.0,30.2,3.025,0.0,0,0.0,0
Gujarat-Kutch,23.86,69.32,5,1,3.67,3.67,0.0,1.0,48.7,5.5,0.0,1,3.181,1
Karnataka,16.19,75.72,2,1,2.21,2.21,0.0,1.0,5.7,3.309,0.0,1,3.181,1
Assam,25.79,91.91,5,1,2.71,2.71,0.0,1.0,45.7,4.063,0.0,1,3.181,0
Tamil Nadu,10.95,79.34,2,0,0.0,0.0,0.0,1.0,29.7,0.0,0.0,0,0.0,0
Odisha,20.19,85.91,2,0,0.0,0.0,0.0,1.0,6.1,0.0,0.0,0,0.0,0
Odisha,20.52,85.38,2,1,2.12,2.12,0.0,1.0,25.0,3.18,0.0,0,0.0,0
Gujarat-Kutch,23.23,68.89,5,3,2.11,2.14,0.043,1.0,15.5,3.64,0.977,0,0.0,0
Kashmir,34.61,75.2,5,1,2.19,2.19,0.0,1.0,18.1,3.289,0.0,0,0.0,0
Karnataka,15.54,74.75,2,0,0.0,0.0,0.0,1.0,14.7,0.0,0.0,0,0.0,0
Sikkim,26.7,88.69,4,4,2.54,3.51,0.61,1.0,36.3,5.284,0.59,0,0.0,0
Kerala,10.89,76.42,3,1,2.66,2.66,0.0,1.0,20.0,3.987,0.0,0,0.0,0
Maharashtra-Koyna,17.81,74.55,4,0,0.0,0.0,0.0,1.0,46.7,0.0,0.0,0,0.0,0
Meghalaya,24.64,91.66,5,1,2.63,2.63,0.0,1.0,71.2,3.943,0.0,0,0.0,0
Tripura,24.27,92.28,5,0,0.0,0.0,0.0,1.0,52.5,0.0,0.0,2,6.362,0
Mizoram,24.63,92.86,5,2,2.17,2.21,0.041,1.0,46.3,3.565,0.0,0,0.0,0
Kashmir,34.07,75.23,5,1,2.23,2.23,0.0,1.0,50.5,3.349,0.0,0,0.0,0
Delhi-NCR,29.56,78.18,4,0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0,0.0,0
Karnataka,15.14,75.67,2,0,0.0,0.0,0.0,1.0,11.6,0.0,0.0,0,0.0,0
Kerala,10.92,75.96,3,1,2.08,2.08,0.0,1.0,37.6,3.126,0.0,0,0.0,0
Manipur,25.17,92.93,5,2,2.72,2.73,0.011,1.0,29.8,4.386,0.0,0,0.0,0
Maharashtra-Koyna,17.47,73.36,4,0,0.0,0.0,0.0,1.0,49.6,0.0,0.0,0,0.0,0
Assam,26.66,91.46,5,5,2.26,2.44,0.114,1.421,22.7,4.117,0.971,1,0.815,0
Karnataka,15.2,74.89,2,1,2.01,2.01,0.0,1.0,8.6,3.021,0.0,0,0.0,0
Tamil Nadu,12.06,78.08,2,0,0.0,0.0,0.0,1.0,18.3,0.0,0.0,0,0.0,0
Kashmir,34.11,75.17,5,5,2.71,3.69,0.524,0.575,39.6,5.563,0.892,1,0.815,0
Tripura,24.19,91.65,5,1,3.98,3.98,0.0,1.0,15.7,5.965,0.0,0,0.0,0
Maharashtra-Koyna,17.81,74.33,4,5,2.27,2.75,0.264,1.377,48.6,4.312,0.284,1,0.815,1
Sikkim,27.38,88.41,4,1,2.51,2.51,0.0,1.0,17.6,3.77,0.0,0,0.0,0
Delhi-NCR,28.44,77.71,4,1,2.04,2.04,0.0,1.0,63.3,3.056,0.0,1,3.181,0
Sikkim,27.22,88.55,4,3,2.11,2.31,0.143,1.0,104.0,3.697,0.029,1,1.616,0
Kashmir,34.76,73.93,5,7,2.6,3.96,0.622,0.663,23.5,5.966,0.786,1,0.545,1
Tamil Nadu,10.3,77.87,2,0,0.0,0.0,0.0,1.0,12.9,0.0,0.0,2,6.362,0
Andaman Islands,11.47,92.04,5,6,2.9,4.55,0.883,0.456,40.8,6.838,0.558,4,6.465,1
Tripura,24.84,91.89,5,1,2.21,2.21,0.0,1.0,84.9,3.32,0.0,0,0.0,0
Meghalaya,24.95,91.45,5,2,2.75,3.34,0.587,1.0,24.2,5.018,0.0,0,0.0,0
Kerala,9.6,76.13,3,0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0,0.0,0
Rajasthan,26.06,76.75,2,2,2.38,2.48,0.099,1.0,19.8,3.898,0.0,0,0.0,1
Meghalaya,24.64,91.08,5,3,2.39,2.54,0.102,1.0,40.8,4.098,0.624,1,1.616,0
Maharashtra-Koyna,17.72,74.06,4,2,2.11,2.2,0.097,1.0,62.9,3.487,0.0,0,0.0,0
Bihar,24.81,84.28,4,0,0.0,0.0,0.0,1.0,29.1,0.0,0.0,0,0.0,0
Tripura,23.54,90.88,5,0,0.0,0.0,0.0,1.0,47.5,0.0,0.0,0,0.0,0
Rajasthan,27.01,76.34,2,0,0.0,0.0,0.0,1.0,11.1,0.0,0.0,0,0.0,0
Ladakh,34.68,77.24,5,5,2.49,3.62,0.579,0.797,53.9,5.45,0.391,1,0.815,1
Kashmir,34.68,74.0,5,4,2.24,2.49,0.146,1.0,26.4,4.026,0.673,0,0.0,0
Delhi-NCR,28.76,77.38,4,3,2.28,2.42,0.154,1.0,27.7,3.955,0.924,0,0.0,1
Gujarat-Saurashtra,22.49,71.28,3,0,0.0,0.0,0.0,1.0,81.4,0.0,0.0,0,0.0,0
Bihar,24.92,84.69,4,1,2.06,2.06,0.0,1.0,21.4,3.09,0.0,0,0.0,0
Arunachal Pradesh,28.01,94.56,5,5,2.59,3.31,0.393,0.68,61.6,5.05,1.081,0,0.0,1
Nagaland,25.28,94.33,5,0,0.0,0.0,0.0,1.0,62.3,0.0,0.0,0,0.0,0
Gujarat-Kutch,23.75,70.41,5,4,2.24,2.4,0.111,1.0,11.6,3.998,0.616,1,1.083,1
Mizoram,24.24,92.48,5,1,2.03,2.03,0.0,1.0,17.4,3.05,0.0,0,0.0,0
Bihar,25.34,85.3,4,1,2.06,2.06,0.0,1.0,42.4,3.095,0.0,0,0.0,0
Delhi-NCR,28.64,77.72,4,0,0.0,0.0,0.0,1.0,17.9,0.0,0.0,0,0.0,0
Maharashtra-Koyna,16.42,73.89,4,1,2.18,2.18,0.0,1.0,60.8,3.276,0.0,0,0.0,0
Nagaland,25.92,94.84,5,2,2.76,3.47,0.706,1.0,38.5,5.204,0.0,0,0.0,0
Madhya Pradesh,23.93,76.89,2,0,0.0,0.0,0.0,1.0,9.5,0.0,0.0,0,0.0,0
Tripura,24.12,91.66,5,0,0.0,0.0,0.0,1.0,10.5,0.0,0.0,0,0.0,0
Maharashtra-Koyna,18.18,73.01,4,1,2.25,2.25,0.0,1.0,36.3,3.368,0.0,0,0.0,0
Himachal Pradesh,31.8,78.06,5,3,2.22,2.25,0.031,1.0,28.4,3.802,0.61,0,0.0,1
Karnataka,14.39,75.23,2,0,0.0,0.0,0.0,1.0,16.9,0.0,0.0,1,3.181,0
Rajasthan,27.68,75.48,2,0,0.0,0.0,0.0,1.0,18.6,0.0,0.0,0,0.0,0
Rajasthan,26.49,75.04,2,0,0.0,0.0,0.0,1.0,69.6,0.0,0.0,0,0.0,0
Maharashtra-Koyna,18.19,73.85,4,0,0.0,0.0,0.0,1.0,46.2,0.0,0.0,1,3.181,0
Andaman Islands,11.42,92.4,5,3,2.36,2.55,0.153,1.0,30.4,4.075,0.643,1,1.616,0
Karnataka,15.14,74.9,2,1,2.42,2.42,0.0,1.0,10.5,3.637,0.0,0,0.0,1
Kashmir,34.29,74.34,5,6,2.11,2.32,0.142,2.5,23.8,3.996,0.681,1,0.653,0
Odisha,20.93,86.74,2,0,0.0,0.0,0.0,1.0,29.8,0.0,0.0,0,0.0,0
Assam,26.71,92.06,5,2,2.17,2.28,0.109,1.0,12.0,3.592,0.0,1,3.181,1
Sikkim,26.92,89.02,4,0,0.0,0.0,0.0,1.0,152.5,0.0,0.0,1,3.181,0
Manipur,25.74,93.26,5,1,2.02,2.02,0.0,1.0,36.3,3.026,0.0,1,3.181,1
Bihar,26.12,84.76,4,3,2.43,2.71,0.199,1.0,17.5,4.23,0.183,0,0.0,0
Gujarat-Kutch,23.86,69.56,5,1,2.97,2.97,0.0,1.0,17.2,4.448,0.0,0,0.0,0
Delhi-NCR,28.72,77.31,4,0,0.0,0.0,0.0,1.0,27.3,0.0,0.0,0,0.0,0
Arunachal Pradesh,27.68,95.63,5,3,2.35,2.5,0.149,1.0,20.0,4.053,0.43,0,0.0,0
Gujarat-Kutch,22.41,68.85,5,6,2.37,2.9,0.343,1.046,68.6,4.638,0.948,1,0.653,1
Delhi-NCR,28.09,76.54,4,2,2.37,2.45,0.083,1.0,23.9,3.873,0.0,1,3.181,1
Assam,25.41,91.77,5,1,2.08,2.08,0.0,1.0,12.3,3.124,0.0,1,3.181,1
Arunachal Pradesh,27.84,94.45,5,3,2.34,2.91,0.404,1.0,76.5,4.408,0.598,0,0.0,0
Tamil Nadu,11.98,79.43,2,0,0.0,0.0,0.0,1.0,12.1,0.0,0.0,1,3.181,0
Andaman Islands,12.58,92.29,5,3,2.28,2.38,0.117,1.0,36.4,3.923,0.414,0,0.0,1
Nagaland,25.94,93.65,5,1,2.09,2.09,0.0,1.0,65.8,3.14,0.0,1,3.181,0
Nagaland,26.93,93.65,5,4,2.3,2.67,0.247,1.0,14.3,4.208,1.16,0,0.0,1
Manipur,23.88,93.22,5,3,2.1,2.17,0.045,1.0,11.6,3.639,0.505,0,0.0,0
Nagaland,26.63,95.51,5,3,2.23,2.57,0.244,1.0,37.8,3.981,0.632,2,6.362,1
Odisha,21.26,86.63,2,1,2.06,2.06,0.0,1.0,19.7,3.091,0.0,1,3.181,1
Meghalaya,26.36,92.77,5,2,2.21,2.26,0.054,1.0,11.6,3.618,0.0,0,0.0,0
Sikkim,27.53,87.92,4,0,0.0,0.0,0.0,1.0,35.7,0.0,0.0,0,0.0,0
Bihar,26.46,84.97,4,2,2.32,2.56,0.243,1.0,35.8,3.917,0.0,0,0.0,0
Meghalaya,25.21,92.06,5,0,0.0,0.0,0.0,1.0,14.3,0.0,0.0,0,0.0,0
Gujarat-Saurashtra,23.12,70.98,3,1,3.99,3.99,0.0,1.0,12.5,5.99,0.0,0,0.0,0
West Bengal,21.74,87.88,3,0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0,0.0,0
Gujarat-Saurashtra,22.62,71.56,3,4,2.45,2.76,0.179,1.0,24.0,4.377,0.801,0,0.0,1
Odisha,19.68,85.69,2,0,0.0,0.0,0.0,1.0,12.5,0.0,0.0,0,0.0,0
Mizoram,22.76,92.92,5,3,2.32,2.49,0.218,1.0,71.5,4.056,0.374,0,0.0,1
Andaman Islands,12.67,93.38,5,4,2.24,2.53,0.183,1.0,31.1,4.06,1.094,1,1.083,0
Kashmir,34.21,74.18,5,3,2.42,2.79,0.281,1.0,14.4,4.303,0.536,1,1.616,0
Andaman Islands,11.91,93.12,5,4,2.28,2.7,0.242,1.0,40.8,4.208,0.297,0,0.0,0
Himachal Pradesh,32.07,77.21,5,0,0.0,0.0,0.0,1.0,40.7,0.0,0.0,1,3.181,0
Ladakh,33.7,77.56,5,1,2.56,2.56,0.0,1.0,53.8,3.841,0.0,1,3.181,1
Uttarakhand,30.33,80.38,5,5,2.93,3.59,0.517,0.441,10.1,5.647,0.812,1,0.815,1
West Bengal,21.84,88.39,3,2,2.53,2.95,0.423,1.0,12.6,4.447,0.0,1,3.181,1
Tamil Nadu,11.85,78.19,2,0,0.0,0.0,0.0,1.0,9.7,0.0,0.0,0,0.0,0
Uttarakhand,31.0,78.97,5,2,2.57,2.96,0.385,1.0,30.7,4.469,0.0,0,0.0,0
Tripura,24.01,91.03,5,1,3.04,3.04,0.0,1.0,27.4,4.567,0.0,1,3.181,0
Andaman Islands,11.98,92.51,5,7,2.51,3.08,0.275,0.77,37.6,4.864,1.058,2,1.306,1
Kerala,10.47,76.0,3,1,2.15,2.15,0.0,1.0,31.8,3.229,0.0,0,0.0,0
Ladakh,34.84,76.84,5,2,2.21,2.4,0.19,1.0,39.0,3.699,0.0,0,0.0,0
Arunachal Pradesh,28.66,94.38,5,3,2.64,3.21,0.421,1.0,47.0,4.862,0.895,0,0.0,0
Manipur,24.85,94.11,5,2,3.29,3.58,0.285,1.0,37.9,5.424,0.0,0,0.0,0
Tamil Nadu,11.7,77.74,2,1,2.13,2.13,0.0,1.0,24.8,3.199,0.0,0,0.0,1
Manipur,24.92,93.77,5,8,2.35,2.81,0.254,1.091,20.3,4.598,1.093,0,0.0,1
Kerala,10.33,75.66,3,0,0.0,0.0,0.0,1.0,5.9,0.0,0.0,0,0.0,0
Uttarakhand,30.5,80.4,5,2,2.37,2.56,0.187,1.0,22.7,3.942,0.0,3,9.544,1
Nagaland,25.63,94.88,5,3,3.22,4.68,1.057,1.0,14.8,7.024,0.758,1,1.616,1
Karnataka,15.61,76.0,2,0,0.0,0.0,0.0,1.0,67.1,0.0,0.0,0,0.0,0
Tamil Nadu,11.21,77.83,2,1,2.57,2.57,0.0,1.0,50.9,3.853,0.0,0,0.0,0
Bihar,25.88,85.18,4,2,2.22,2.32,0.108,1.0,23.5,3.653,0.0,1,3.181,0
Sikkim,27.16,88.16,4,5,2.46,3.06,0.356,0.86,20.4,4.728,0.52,1,0.815,1
Uttarakhand,29.53,78.7,5,2,2.7,2.77,0.075,1.0,22.6,4.359,0.0,0,0.0,0
West Bengal,22.17,88.57,3,1,2.13,2.13,0.0,1.0,59.6,3.191,0.0,0,0.0,0
Kerala,10.09,75.56,3,1,2.13,2.13,0.0,1.0,21.4,3.193,0.0,0,0.0,0
Mizoram,23.75,92.75,5,1,2.31,2.31,0.0,1.0,11.3,3.469,0.0,0,0.0,0
Maharashtra-Koyna,17.07,72.86,4,0,0.0,0.0,0.0,1.0,92.6,0.0,0.0,1,3.181,0
Mizoram,24.42,91.97,5,4,2.24,2.52,0.193,1.0,33.3,4.065,0.675,0,0.0,1
Meghalaya,25.14,92.85,5,1,3.14,3.14,0.0,1.0,49.3,4.703,0.0,0,0.0,0
Rajasthan,26.02,76.35,2,1,2.09,2.09,0.0,1.0,37.2,3.142,0.0,0,0.0,0
Karnataka,16.23,75.12,2,2,2.53,2.85,0.318,1.0,23.0,4.316,0.0,0,0.0,0
Bihar,25.82,84.16,4,1,2.36,2.36,0.0,1.0,51.2,3.539,0.0,1,3.181,0
Sikkim,26.5,88.56,4,2,2.29,2.54,0.247,1.0,53.2,3.884,0.0,0,0.0,0
Delhi-NCR,29.13,78.06,4,4,2.7,3.79,0.677,1.0,40.0,5.704,0.305,0,0.0,1
Tripura,23.04,92.3,5,0,0.0,0.0,0.0,1.0,17.4,0.0,0.0,0,0.0,0
Manipur,24.55,92.97,5,1,2.16,2.16,0.0,1.0,46.7,3.242,0.0,0,0.0,0
Tamil Nadu,11.02,78.5,2,0,0.0,0.0,0.0,1.0,24.7,0.0,0.0,0,0.0,0
Kerala,11.04,75.69,3,0,0.0,0.0,0.0,1.0,44.2,0.0,0.0,0,0.0,0
Delhi-NCR,28.22,77.49,4,1,3.08,3.08,0.0,1.0,17.5,4.623,0.0,0,0.0,0
Gujarat-Saurashtra,22.84,71.94,3,0,0.0,0.0,0.0,1.0,22.3,0.0,0.0,0,0.0,0
Mizoram,23.67,93.09,5,1,2.09,2.09,0.0,1.0,50.8,3.134,0.0,0,0.0,0
Ladakh,33.6,77.57,5,2,2.2,2.27,0.067,1.0,11.2,3.62,0.0,2,6.362,0
Delhi-NCR,27.7,77.33,4,0,0.0,0.0,0.0,1.0,32.1,0.0,0.0,0,0.0,0
Mizoram,23.86,92.55,5,1,3.18,3.18,0.0,1.0,30.8,4.77,0.0,0,0.0,0
Kerala,9.91,75.53,3,1,2.11,2.11,0.0,1.0,17.6,3.172,0.0,0,0.0,1
Gujarat-Saurashtra,21.59,71.72,3,2,2.42,2.57,0.155,1.0,20.7,3.989,0.0,0,0.0,1
Himachal Pradesh,30.68,76.7,5,7,2.24,2.85,0.285,1.476,48.4,4.486,1.162,0,0.0,1
Andaman Islands,12.76,92.69,5,5,2.64,3.71,0.588,0.626,14.5,5.589,0.69,1,0.815,1
Rajasthan,26.55,76.34,2,0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,0,0.0,0
Uttarakhand,30.17,80.09,5,0,0.0,0.0,0.0,1.0,32.2,0.0,0.0,0,0.0,0
Meghalaya,25.47,91.52,5,0,0.0,0.0,0.0,1.0,13.1,0.0,0.0,0,0.0,0
Kerala,11.16,76.38,3,0,0.0,0.0,0.0,1.0,49.9,0.0,0.0,0,0.0,0
Mizoram,23.1,92.93,5,0,0.0,0.0,0.0,1.0,16.2,0.0,0.0,1,3.181,1
Himachal Pradesh,30.13,77.47,5,3,2.34,2.47,0.096,1.0,10.7,4.007,0.867,0,0.0,0
West Bengal,22.85,88.19,3,0,0.0,0.0,0.0,1.0,18.7,0.0,0.0,0,0.0,0
Manipur,24.48,93.1,5,1,2.04,2.04,0.0,1.0,13.7,3.065,0.0,0,0.0,0
Maharashtra-Koyna,16.96,73.11,4,1,2.59,2.59,0.0,1.0,16.3,3.889,0.0,0,0.0,0
Andaman Islands,11.33,92.71,5,8,2.52,4.13,0.664,0.762,191.5,6.212,1.1,1,0.467,1
West Bengal,21.71,88.53,3,2,2.22,2.4,0.178,1.0,10.8,3.704,0.0,0,0.0,0
Gujarat-Saurashtra,22.37,72.41,3,1,2.02,2.02,0.0,1.0,13.9,3.029,0.0,0,0.0,0
Delhi-NCR,29.15,77.02,4,1,2.22,2.22,0.0,1.0,18.3,3.335,0.0,0,0.0,0
Tamil Nadu,10.25,78.42,2,0,0.0,0.0,0.0,1.0,26.3,0.0,0.0,0,0.0,0
Assam,26.92,90.91,5,5,2.51,3.14,0.433,0.779,22.5,4.893,0.463,0,0.0,1
Madhya Pradesh,24.23,77.68,2,1,3.91,3.91,0.0,1.0,29.0,5.867,0.0,0,0.0,0
Nagaland,25.95,94.62,5,1,2.51,2.51,0.0,1.0,45.3,3.763,0.0,0,0.0,0
Uttarakhand,30.77,78.54,5,1,2.92,2.92,0.0,1.0,26.5,4.38,0.0,1,3.181,1
Kerala,10.43,75.98,3,0,0.0,0.0,0.0,1.0,8.3,0.0,0.0,0,0.0,0
Uttarakhand,30.36,79.18,5,3,2.39,2.71,0.245,1.0,34.7,4.215,0.493,0,0.0,0
Himachal Pradesh,31.49,78.05,5,1,2.26,2.26,0.0,1.0,62.8,3.394,0.0,0,0.0,0
Tripura,24.29,92.24,5,2,2.29,2.54,0.257,1.0,16.2,3.886,0.0,0,0.0,0
Ladakh,33.24,78.19,5,3,2.39,2.69,0.218,1.0,47.9,4.19,0.31,1,1.616,0
Karnataka,14.62,75.5,2,0,0.0,0.0,0.0,1.0,11.2,0.0,0.0,0,0.0,0
Manipur,24.38,93.15,5,3,2.68,3.24,0.423,1.0,53.0,4.916,0.097,0,0.0,1
Karnataka,15.12,75.24,2,1,2.34,2.34,0.0,1.0,8.9,3.503,0.0,0,0.0,0
Andaman Islands,11.2,91.88,5,3,2.25,2.4,0.174,1.0,16.7,3.913,0.177,1,1.616,1
Himachal Pradesh,30.18,76.66,5,4,2.35,2.46,0.069,1.0,24.8,4.138,0.785,0,0.0,0
West Bengal,23.5,87.77,3,0,0.0,0.0,0.0,1.0,16.4,0.0,0.0,0,0.0,0
Madhya Pradesh,23.25,76.98,2,0,0.0,0.0,0.0,1.0,7.3,0.0,0.0,0,0.0,0
Gujarat-Saurashtra,22.09,71.74,3,0,0.0,0.0,0.0,1.0,21.6,0.0,0.0,0,0.0,0
Sikkim,26.7,88.74,4,3,2.5,2.72,0.168,1.0,43.7,4.302,0.562,0,0.0,0
Mizoram,23.85,92.6,5,1,2.03,2.03,0.0,1.0,16.7,3.045,0.0,1,3.181,0
Nagaland,27.02,94.27,5,0,0.0,0.0,0.0,1.0,21.5,0.0,0.0,0,0.0,1
Rajasthan,27.41,76.09,2,0,0.0,0.0,0.0,1.0,18.1,0.0,0.0,0,0.0,0
West Bengal,22.58,87.75,3,2,2.26,2.43,0.171,1.0,48.8,3.762,0.0,1,3.181,0
Ladakh,33.88,77.27,5,2,2.46,2.86,0.402,1.0,110.1,4.323,0.0,0,0.0,0
Rajasthan,26.42,76.07,2,0,0.0,0.0,0.0,1.0,6.4,0.0,0.0,1,3.181,0
Gujarat-Saurashtra,21.59,71.23,3,1,2.22,2.22,0.0,1.0,22.8,3.333,0.0,0,0.0,0
Karnataka,14.45,75.45,2,0,0.0,0.0,0.0,1.0,6.4,0.0,0.0,0,0.0,0
West Bengal,23.23,89.08,3,0,0.0,0.0,0.0,1.0,9.9,0.0,0.0,1,3.181,0
Tamil Nadu,10.22,79.01,2,0,0.0,0.0,0.0,1.0,5.7,0.0,0.0,0,0.0,0
Himachal Pradesh,30.19,76.32,5,3,2.8,3.23,0.5,1.0,26.1,5.05,0.148,0,0.0,0
West Bengal,22.06,88.31,3,0,0.0,0.0,0.0,1.0,66.3,0.0,0.0,0,0.0,0
Delhi-NCR,29.04,76.72,4,1,2.06,2.06,0.0,1.0,41.2,3.096,0.0,0,0.0,0
Gujarat-Saurashtra,22.53,70.82,3,0,0.0,0.0,0.0,1.0,18.5,0.0,0.0,0,0.0,0
Kashmir,33.96,75.43,5,3,2.48,2.86,0.301,1.0,96.1,4.409,0.376,3,9.544,1
Kerala,11.15,77.03,3,0,0.0,0.0,0.0,1.0,5.3,0.0,0.0,0,0.0,0
Nagaland,26.79,94.29,5,2,3.37,3.41,0.037,1.0,38.3,5.36,0.0,0,0.0,0
Maharashtra-Koyna,16.67,73.73,4,0,0.0,0.0,0.0,1.0,103.0,0.0,0.0,0,0.0,0
Manipur,24.07,93.8,5,2,2.54,2.87,0.329,1.0,28.2,4.344,0.0,0,0.0,0
Kashmir,34.58,75.13,5,1,2.1,2.1,0.0,1.0,36.8,3.144,0.0,3,9.544,0
Andaman Islands,11.77,93.12,5,5,2.65,3.43,0.462,0.62,16.3,5.232,0.685,0,0.0,1
Manipur,23.96,93.99,5,2,2.22,2.43,0.209,1.0,12.4,3.738,0.0,1,3.181,0
Kerala,10.34,76.79,3,2,2.29,2.49,0.205,1.0,17.9,3.832,0.0,0,0.0,1
Uttarakhand,29.31,80.41,5,2,2.64,3.03,0.394,1.0,21.1,4.573,0.0,1,3.181,0
Meghalaya,25.42,91.8,5,1,2.07,2.07,0.0,1.0,35.8,3.102,0.0,0,0.0,0
Bihar,25.49,84.79,4,0,0.0,0.0,0.0,1.0,22.5,0.0,0.0,0,0.0,0
Uttarakhand,29.98,79.75,5,7,2.18,2.43,0.119,1.9,72.6,4.155,1.319,3,2.444,1
Uttarakhand,29.43,80.3,5,1,2.11,2.11,0.0,1.0,45.6,3.169,0.0,0,0.0,1
Maharashtra-Koyna,17.94,73.77,4,0,0.0,0.0,0.0,1.0,17.8,0.0,0.0,1,3.181,0
Kashmir,33.23,73.99,5,2,2.26,2.27,0.011,1.0,13.1,3.696,0.0,0,0.0,0
Kashmir,33.91,75.13,5,2,2.44,2.84,0.401,1.0,130.4,4.281,0.0,2,6.362,0
Karnataka,15.63,74.77,2,0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,1,3.181,0
Sikkim,27.12,89.0,4,3,2.83,3.0,0.161,1.0,59.0,4.777,0.236,0,0.0,0
Maharashtra-Koyna,17.93,74.61,4,2,3.1,3.44,0.336,1.0,20.6,5.198,0.0,1,3.181,1
Kashmir,33.99,74.6,5,6,2.38,2.86,0.259,0.999,32.8,4.545,0.412,0,0.0,1
Meghalaya,25.7,91.75,5,0,0.0,0.0,0.0,1.0,14.9,0.0,0.0,0,0.0,0
Nagaland,25.32,95.34,5,2,2.31,2.55,0.241,1.0,30.8,3.901,0.0,0,0.0,0
Meghalaya,25.65,92.56,5,2,3.24,4.22,0.977,1.0,59.8,6.325,0.0,0,0.0,0
Nagaland,25.42,95.24,5,1,2.43,2.43,0.0,1.0,10.2,3.645,0.0,0,0.0,0
Mizoram,23.35,92.42,5,2,2.55,3.09,0.537,1.0,41.7,4.643,0.0,0,0.0,0
West Bengal,22.43,87.69,3,0,0.0,0.0,0.0,1.0,25.4,0.0,0.0,0,0.0,0
Assam,27.07,92.3,5,2,2.09,2.15,0.056,1.0,32.0,3.445,0.0,0,0.0,0
Uttarakhand,31.12,79.1,5,3,2.72,2.78,0.056,1.0,22.4,4.562,0.281,1,1.616,0
Assam,26.41,92.51,5,1,2.48,2.48,0.0,1.0,77.8,3.727,0.0,1,3.181,0
Uttarakhand,31.19,79.73,5,3,2.37,2.97,0.429,1.0,15.5,4.496,0.183,0,0.0,0
